CustomerID,CustomerName,Email,City,Country,CustomerSegment,RegistrationDate
11171,Matthew Lopez,teresapayne@example.com,Jos,Nigeria,Occasional,2024-04-05
11172,Stephen Shea,gilescynthia@example.net,Osogbo,Nigeria,High Value,2023-11-22
11173,Jaime Mitchell,mackenzie69@example.org,Port Harcourt,Nigeria,Discount Sensitive,2022-07-14
11174,Jamie Reid,albert85@example.org,Akure,Nigeria,New,2024-08-30
11175,Margaret Mills,jesse04@example.com,Abuja,Nigeria,High Value,2023-07-25
11176,Susan Pierce,christopher49@example.net,Benin City,Nigeria,High Value,2024-08-11
11177,Jessica Jordan,vasquezpaula@example.com,Akure,Nigeria,New,2022-02-20
11178,John Harrell,victoria80@example.org,Ilorin,Nigeria,High Value,2022-08-12
11179,Ronnie Miranda,jennifer21@example.com,Ado-Ekiti,Nigeria,New,2025-08-22
11180,Katherine Sanders,orogers@example.org,Owerri,Nigeria,Occasional,2024-12-18
11181,Katherine Scott,xmccarthy@example.net,Jos,Nigeria,Regular,2024-06-05
11182,Nicholas Rhodes,ryan56@example.net,Jos,Nigeria,Discount Sensitive,2022-06-26
11183,Travis Ruiz,matthewbenjamin@example.net,Owerri,Nigeria,New,2024-04-14
11184,Regina Miller,gonzalezcheryl@example.com,Warri,Nigeria,Occasional,2024-11-07
11185,Wendy Garcia,theresabenton@example.com,Benin City,Nigeria,Regular,2025-02-21
11186,James Phelps,rebecca80@example.com,Akure,Nigeria,High Value,2025-09-11
11187,Michael Cruz,brandy78@example.net,Akure,Nigeria,Discount Sensitive,2025-05-30
11188,Stephanie Kim,todd35@example.net,Lagos,Nigeria,Regular,2022-06-19
11189,Daniel Thompson,stewartcraig@example.org,Ado-Ekiti,Nigeria,High Value,2023-05-18
11190,Jesse Gaines,sherribrown@example.net,Akure,Nigeria,Regular,2022-07-04
11191,Dalton Mckee,curtis94@example.org,Port Harcourt,Nigeria,Occasional,2022-08-14
11192,Daniel Garcia,lisaanderson@example.net,Owerri,Nigeria,Regular,2025-12-14
11193,John Mullen,milesangela@example.net,Uyo,Nigeria,Occasional,2023-08-30
11194,Amanda Gardner,gloria91@example.org,Ado-Ekiti,Nigeria,Regular,2025-11-20
11195,Paul Soto,imoore@example.org,Lagos,Nigeria,Occasional,2025-11-27
11196,Leslie Manning,nanderson@example.com,Jos,Nigeria,Occasional,2023-12-13
11197,Anthony Roberts,smithjeremy@example.net,Kano,Nigeria,Discount Sensitive,2024-04-29
11198,Anthony Wilkins,armstrongashley@example.net,Akure,Nigeria,Discount Sensitive,2022-08-08
11199,Wanda Carr,haguilar@example.org,Abeokuta,Nigeria,Regular,2022-11-09
11200,Mr. Joshua Diaz,stephen79@example.net,Ilorin,Nigeria,High Value,2024-07-21
11201,James Manning,kingkimberly@example.net,Osogbo,Nigeria,Discount Sensitive,2025-06-21
11202,Kenneth Wolfe,tammywarner@example.net,Abeokuta,Nigeria,New,2024-02-09
11203,Laura Kelly,kristinnash@example.com,Jos,Nigeria,Regular,2022-10-24
11204,Duane Lewis,ericfischer@example.net,Abuja,Nigeria,Occasional,2023-07-23
11205,Elizabeth Martinez,melindaharding@example.org,Benin City,Nigeria,High Value,2024-05-18
11206,Michelle Hernandez,rking@example.com,Onitsha,Nigeria,New,2024-12-03
11207,Cory Morgan,coxjason@example.net,Ilorin,Nigeria,High Value,2022-05-24
11208,Scott Norman,bruceward@example.com,Ado-Ekiti,Nigeria,Occasional,2022-12-16
11209,Michael Jenkins,kennethmayo@example.com,Abeokuta,Nigeria,Regular,2022-09-28
11210,Cody Roberts,michaelpitts@example.com,Abeokuta,Nigeria,High Value,2025-02-10
11211,Stephanie Todd,carly43@example.net,Jos,Nigeria,New,2023-02-10
11212,Amanda Weiss,aaron75@example.org,Akure,Nigeria,Discount Sensitive,2024-08-07
11213,Kathleen Charles,costajulia@example.net,Abuja,Nigeria,Occasional,2022-07-07
11214,Jodi Davis,michaeljohnson@example.com,Abuja,Nigeria,Regular,2022-06-19
11215,Steven Allen,kyle88@example.com,Ilorin,Nigeria,High Value,2022-06-15
11216,Amanda Drake,kristie11@example.com,Akure,Nigeria,New,2023-09-17
11217,Sarah Smith,vramsey@example.org,Akure,Nigeria,Regular,2022-01-30
11218,Diana Burns,traci12@example.com,Jos,Nigeria,Regular,2024-01-27
11219,Samuel Welch II,rallison@example.org,Benin City,Nigeria,Regular,2023-01-29
11220,Jesse Hughes,qflynn@example.net,Calabar,Nigeria,Regular,2023-11-30
11221,Jessica Thomas,kelly69@example.net,Owerri,Nigeria,Occasional,2024-06-18
11222,Thomas Cox,williamschristopher@example.com,Lagos,Nigeria,Occasional,2023-11-16
11223,Dan Cordova,uking@example.net,Ilorin,Nigeria,Occasional,2025-03-05
11224,Shawn Miles,robert75@example.net,Calabar,Nigeria,Discount Sensitive,2025-03-01
11225,Jessica Frazier,ewilson@example.org,Warri,Nigeria,Occasional,2024-06-12
11226,Lawrence Horton,blankenshipdeborah@example.org,Benin City,Nigeria,Occasional,2024-03-01
11227,Hannah Santiago,michael29@example.com,Ado-Ekiti,Nigeria,New,2024-04-14
11228,Kendra Valenzuela,rjohnson@example.org,Uyo,Nigeria,High Value,2022-11-24
11229,Christopher Martinez,briangraham@example.org,Jos,Nigeria,Regular,2023-12-29
11230,George Harvey,janderson@example.net,Owerri,Nigeria,Occasional,2024-05-06
11231,Cindy Solomon,shortsonya@example.com,Onitsha,Nigeria,Discount Sensitive,2025-09-24
11232,Joseph Smith,zreese@example.com,Port Harcourt,Nigeria,Discount Sensitive,2023-03-03
11233,Alicia Johnson,alexandria53@example.net,Kano,Nigeria,Discount Sensitive,2024-10-21
11234,Samantha Mitchell,john41@example.com,Jos,Nigeria,Regular,2022-10-13
11235,John Patterson,ramosjessica@example.net,Abuja,Nigeria,Occasional,2022-05-18
11236,Mathew Harris,uhaynes@example.com,Sokoto,Nigeria,New,2025-12-24
11237,Lawrence Jones,grayapril@example.com,Osogbo,Nigeria,Occasional,2023-01-09
11238,Amanda Brewer,espinozalauren@example.com,Owerri,Nigeria,Regular,2024-07-13
11239,Linda Nelson,bgarcia@example.com,Osogbo,Nigeria,Occasional,2023-01-14
11240,Alyssa Logan,jessica56@example.net,Abuja,Nigeria,Regular,2023-04-29
11241,Andrew Walters,jamesbeck@example.org,Owerri,Nigeria,Regular,2025-01-26
11242,Charles Rodriguez,briangarcia@example.com,Jos,Nigeria,High Value,2023-02-01
11243,Meghan Howard,mrojas@example.net,Benin City,Nigeria,New,2022-04-06
11244,Jimmy Weiss,omason@example.org,Enugu,Nigeria,Discount Sensitive,2023-08-29
11245,Teresa Hardy PhD,matthewfriedman@example.com,Abeokuta,Nigeria,Regular,2025-01-25
11246,Lauren Jenkins,fieldsadam@example.com,Owerri,Nigeria,Regular,2025-02-03
11247,Stephanie Edwards,james32@example.org,Kano,Nigeria,Discount Sensitive,2024-05-21
11248,Erica Vega,darrellpotts@example.net,Owerri,Nigeria,New,2025-01-19
11249,Angel Osborn,nathanlambert@example.com,Ado-Ekiti,Nigeria,Discount Sensitive,2025-03-20
11250,Angela Collins,sandrajefferson@example.org,Lagos,Nigeria,High Value,2024-04-02
11251,Sarah Young,phelpsjames@example.com,Onitsha,Nigeria,Discount Sensitive,2023-10-29
11252,Wanda Diaz,radams@example.net,Owerri,Nigeria,Occasional,2025-04-14
11253,Catherine Gross,juarezdavid@example.net,Enugu,Nigeria,New,2024-09-25
11254,Jennifer Moore,juliedavis@example.org,Calabar,Nigeria,New,2024-02-11
11255,Rachel Parrish,bookersandra@example.net,Owerri,Nigeria,High Value,2022-06-07
11256,Joseph Briggs,medinajoseph@example.net,Warri,Nigeria,New,2025-03-09
11257,Jeremiah Sparks,karen10@example.com,Abuja,Nigeria,Occasional,2022-03-12
11258,Amber Parker,fbuck@example.net,Abuja,Nigeria,Discount Sensitive,2025-03-17
11259,Ann Ramsey,pcompton@example.org,Owerri,Nigeria,Regular,2024-03-29
11260,Maria Carter,fuentesbetty@example.net,Enugu,Nigeria,Occasional,2024-04-01
11261,Stephanie Terry,khicks@example.org,Port Harcourt,Nigeria,High Value,2025-10-29
11262,Leslie King,tina67@example.net,Jos,Nigeria,Occasional,2022-09-25
11263,Andrea Le,suzanneblackwell@example.com,Calabar,Nigeria,Regular,2023-09-16
11264,Zachary Ray DDS,stephanie07@example.org,Kano,Nigeria,New,2024-12-09
11265,Marcia Mills,qramirez@example.org,Osogbo,Nigeria,Regular,2025-08-14
11266,Christopher Gordon,alexandria32@example.com,Jos,Nigeria,New,2025-05-03
11267,Danielle Yates,ekoch@example.net,Kano,Nigeria,High Value,2024-10-04
11268,Jessica Landry,heatheratkins@example.org,Abuja,Nigeria,Occasional,2024-02-16
11269,Crystal Little,deanjason@example.net,Onitsha,Nigeria,Occasional,2025-08-18
11270,Andrew Walton DDS,rachel09@example.net,Ibadan,Nigeria,Discount Sensitive,2024-10-31
11271,Renee Perry,gardnereric@example.com,Jos,Nigeria,High Value,2024-03-22
11272,Kimberly Murray,gutierrezfrances@example.org,Uyo,Nigeria,Regular,2023-12-16
11273,Amanda Brewer,joy84@example.org,Abeokuta,Nigeria,Discount Sensitive,2023-04-27
11274,Andres Lynn,richard19@example.com,Benin City,Nigeria,Occasional,2022-01-10
11275,Diana Bailey,wellsrachel@example.org,Ibadan,Nigeria,Regular,2024-11-13
11276,Debra Paul,quinnwilliam@example.com,Calabar,Nigeria,Discount Sensitive,2025-02-15
11277,Craig Cherry,steven20@example.org,Ilorin,Nigeria,Regular,2022-03-19
11278,Debbie Lester,brookepetersen@example.net,Lagos,Nigeria,Occasional,2023-10-22
11279,Mary Long,kelliwong@example.com,Kano,Nigeria,High Value,2023-04-30
11280,Laura Hamilton,nrandall@example.net,Akure,Nigeria,New,2025-11-09
11281,Kevin Garcia,mejiaaustin@example.net,Kano,Nigeria,New,2025-04-15
11282,Scott Bradford,richardhudson@example.org,Kaduna,Nigeria,High Value,2022-02-11
11283,Kaitlyn Cox,rphillips@example.org,Ibadan,Nigeria,New,2023-08-22
11284,Leslie Beard,rachelroberts@example.net,Warri,Nigeria,New,2025-06-23
11285,Samantha Hernandez,travis92@example.org,Owerri,Nigeria,Occasional,2024-08-13
11286,Robert Rodriguez,henrystacy@example.net,Warri,Nigeria,Occasional,2022-07-19
11287,Danny Klein,rfranklin@example.com,Abuja,Nigeria,Regular,2023-09-18
11288,Kristen Gibson,bwoods@example.org,Kaduna,Nigeria,High Value,2022-04-28
11289,Christine Leblanc,bduncan@example.net,Benin City,Nigeria,Regular,2022-12-19
11290,Jason May,tpierce@example.net,Owerri,Nigeria,Regular,2023-08-16
11291,Abigail Ingram,vegaanthony@example.com,Sokoto,Nigeria,New,2025-06-30
11292,Diane Ramos,patriciasoto@example.net,Port Harcourt,Nigeria,Occasional,2022-09-23
11293,Tiffany Phelps,nanderson@example.net,Warri,Nigeria,Discount Sensitive,2024-02-06
11294,Ashley Turner,combsmichele@example.com,Akure,Nigeria,Occasional,2024-08-15
11295,Alyssa Allen,shermanshaun@example.com,Sokoto,Nigeria,Occasional,2025-02-01
11296,Stephen Moore,jasmine29@example.org,Abuja,Nigeria,Discount Sensitive,2024-06-04
11297,Jason Beasley,mcleantravis@example.org,Osogbo,Nigeria,Occasional,2022-07-10
11298,Terri Weaver,tammyblake@example.com,Jos,Nigeria,Regular,2025-05-07
11299,Lindsey Palmer,wagnerkim@example.net,Benin City,Nigeria,Occasional,2025-10-15
11300,Katherine Barrera,jennifer64@example.com,Kano,Nigeria,Regular,2025-05-27
11301,Alexander Lewis,pcruz@example.org,Osogbo,Nigeria,Occasional,2022-09-30
11302,Joshua Joyce,johnmartin@example.org,Onitsha,Nigeria,Regular,2023-03-04
11303,Peter Mendez,tony34@example.org,Ibadan,Nigeria,High Value,2022-03-27
11304,Michael Nguyen,sandrahill@example.com,Jos,Nigeria,Regular,2025-02-02
11305,Mr. Ronald Mckinney,bryan22@example.net,Calabar,Nigeria,New,2022-11-09
11306,Jason Carpenter,rickzavala@example.org,Akure,Nigeria,New,2025-10-06
11307,Tracy Cooper,careydawn@example.net,Kano,Nigeria,High Value,2024-07-01
11308,Kathy Smith,jonathanwatson@example.com,Kaduna,Nigeria,Discount Sensitive,2023-04-14
11309,Sarah Garcia,jermaine20@example.net,Kaduna,Nigeria,New,2023-10-31
11310,Lacey Coleman,xrobertson@example.org,Benin City,Nigeria,Occasional,2023-06-08
11311,Christine Brewer,ericmarquez@example.net,Osogbo,Nigeria,Regular,2022-05-16
11312,Richard Campbell,lbender@example.com,Port Harcourt,Nigeria,High Value,2022-08-12
11313,Michelle Brown,pearsonjessica@example.net,Calabar,Nigeria,Discount Sensitive,2024-02-21
11314,Janet Bennett,stevenjohnson@example.com,Ado-Ekiti,Nigeria,Regular,2025-12-25
11315,Mr. Brent Reyes,ryanmatthew@example.org,Warri,Nigeria,New,2022-09-13
11316,Bryan Ellis,ganderson@example.org,Warri,Nigeria,High Value,2025-10-25
11317,Joseph Boyer,christina61@example.com,Kano,Nigeria,Discount Sensitive,2022-08-28
11318,Kristin Johnson,qhayden@example.org,Ibadan,Nigeria,Occasional,2024-11-01
11319,Kathryn Morris,kimberlydurham@example.org,Warri,Nigeria,Regular,2025-09-08
11320,Mario Brown,troy31@example.net,Calabar,Nigeria,New,2022-02-04
11321,James Stewart,copelanddeborah@example.net,Calabar,Nigeria,Occasional,2023-03-03
11322,Christopher Waters,emily89@example.net,Jos,Nigeria,Discount Sensitive,2024-01-20
11323,Steven Barr,alicetran@example.com,Abeokuta,Nigeria,New,2024-02-29
11324,Kimberly Villarreal,taylorfisher@example.net,Lagos,Nigeria,High Value,2025-06-29
11325,Todd Williams,timothymccarty@example.net,Benin City,Nigeria,New,2023-04-15
11326,Timothy Boyer,brownbrenda@example.net,Abeokuta,Nigeria,Occasional,2022-05-11
11327,Scott Gomez,aalvarez@example.com,Ibadan,Nigeria,Regular,2024-08-10
11328,Lori Bell,dianewallace@example.org,Ibadan,Nigeria,New,2023-09-06
11329,Jeremy Garza,daniel24@example.org,Lagos,Nigeria,Regular,2022-10-22
11330,Jeffrey Yates,dchang@example.com,Port Harcourt,Nigeria,Occasional,2022-05-16
11331,Andrew Bradshaw II,brooke69@example.org,Osogbo,Nigeria,High Value,2023-04-28
11332,Gregory Webb,gillshaun@example.com,Uyo,Nigeria,Discount Sensitive,2025-08-01
11333,Tracey Mendoza,vmueller@example.org,Ado-Ekiti,Nigeria,Occasional,2022-03-05
11334,Lori Miller,wharris@example.net,Benin City,Nigeria,New,2024-07-16
11335,William Valentine,mary47@example.net,Akure,Nigeria,High Value,2023-01-10
11336,Joshua Myers,baileyramirez@example.com,Onitsha,Nigeria,Occasional,2024-06-25
11337,Darlene Jones,haley16@example.org,Kaduna,Nigeria,New,2025-06-28
11338,Sheryl Vincent,graygeorge@example.com,Uyo,Nigeria,Discount Sensitive,2023-04-08
11339,Ashley Callahan,zhayden@example.com,Uyo,Nigeria,Occasional,2023-08-12
11340,Evan Fletcher,smithkevin@example.net,Sokoto,Nigeria,Regular,2023-08-19
11341,Alexa Lopez,veronicaanderson@example.net,Osogbo,Nigeria,Occasional,2024-11-03
11342,Mary Roberts,ugeorge@example.org,Owerri,Nigeria,Regular,2025-01-10
11343,John Thornton,jeffrey17@example.org,Akure,Nigeria,Regular,2023-08-04
11344,Michael Suarez,gregory68@example.org,Onitsha,Nigeria,Regular,2022-05-10
11345,Katherine Boyd,xcoleman@example.org,Uyo,Nigeria,Regular,2024-03-05
11346,Brian Terrell,hmartinez@example.com,Kaduna,Nigeria,Occasional,2024-10-15
11347,Lauren Hernandez,pamelajohnson@example.com,Owerri,Nigeria,New,2023-11-06
11348,Victor Perez,westkyle@example.com,Abeokuta,Nigeria,High Value,2023-12-28
11349,Richard Montoya,thorntonrichard@example.org,Port Harcourt,Nigeria,Discount Sensitive,2024-09-02
11350,Sarah Carrillo,hallcarlos@example.org,Abeokuta,Nigeria,High Value,2023-09-02
11351,Dakota Garcia,darryl22@example.net,Owerri,Nigeria,Regular,2024-11-13
11352,Lisa Chavez,bobbyhernandez@example.org,Ado-Ekiti,Nigeria,Regular,2024-07-14
11353,Ronald Mendoza,boyerlaura@example.org,Akure,Nigeria,Regular,2022-05-27
11354,Elizabeth Salazar,tina22@example.net,Kano,Nigeria,Regular,2022-01-26
11355,Louis Matthews,umejia@example.com,Osogbo,Nigeria,New,2025-11-19
11356,Seth Young,amandarogers@example.net,Akure,Nigeria,Occasional,2024-02-16
11357,John Castro,audrey87@example.com,Benin City,Nigeria,Occasional,2025-02-14
11358,Christina Scott,qgarcia@example.com,Warri,Nigeria,Occasional,2024-04-09
11359,Brandon Sweeney,dianavelasquez@example.com,Kaduna,Nigeria,High Value,2023-01-16
11360,Luke Gill,jamestaylor@example.org,Kaduna,Nigeria,Occasional,2022-06-13
11361,Shelley Griffin,usmith@example.net,Sokoto,Nigeria,High Value,2025-05-26
11362,Luis Ortiz,weissamy@example.net,Onitsha,Nigeria,Discount Sensitive,2022-06-21
11363,Jason Mathews,jennifermartin@example.com,Abeokuta,Nigeria,Discount Sensitive,2023-08-11
11364,Scott Chen,catherinewright@example.org,Kaduna,Nigeria,High Value,2023-07-17
11365,Annette Green,jamesmegan@example.org,Onitsha,Nigeria,Discount Sensitive,2022-09-11
11366,Melissa Hamilton,sandra89@example.net,Kano,Nigeria,Occasional,2025-09-09
11367,Anthony Faulkner,gloria19@example.org,Calabar,Nigeria,High Value,2024-02-06
11368,Curtis Duncan,taylorthomas@example.net,Akure,Nigeria,Regular,2024-06-09
11369,Fernando Shaffer,sanchezlaura@example.net,Onitsha,Nigeria,Discount Sensitive,2023-07-09
11370,Pamela Lopez,cindyclements@example.org,Jos,Nigeria,Regular,2024-03-27
11371,Ruben Henderson,uhoward@example.net,Sokoto,Nigeria,Occasional,2025-07-15
11372,Wesley Cruz,brandon79@example.com,Lagos,Nigeria,High Value,2025-11-23
11373,Sharon Hutchinson,lglover@example.com,Warri,Nigeria,High Value,2023-03-07
11374,Jonathan White,smartin@example.com,Abuja,Nigeria,New,2024-02-27
11375,Gregory Schultz,barbaraaustin@example.net,Owerri,Nigeria,Regular,2023-06-15
11376,Lisa Bright,courtneybrock@example.net,Kano,Nigeria,Regular,2022-02-08
11377,John Perez,wendy72@example.org,Osogbo,Nigeria,Regular,2024-09-03
11378,Dylan Lewis,saracampbell@example.org,Warri,Nigeria,Discount Sensitive,2025-05-07
11379,Christopher Koch,omosley@example.net,Ibadan,Nigeria,Regular,2023-11-12
11380,Jason Porter,clewis@example.net,Onitsha,Nigeria,Discount Sensitive,2025-10-29
11381,Andrea Miller DVM,emilysavage@example.com,Benin City,Nigeria,Occasional,2025-01-03
11382,Samantha Moreno,christopher78@example.org,Abeokuta,Nigeria,New,2025-11-18
11383,Christopher Cooper,michael80@example.com,Abuja,Nigeria,Occasional,2022-02-13
11384,Randy Wood,lauren24@example.net,Ibadan,Nigeria,Regular,2022-11-05
11385,Courtney Moore,crossnathan@example.net,Port Harcourt,Nigeria,High Value,2023-02-10
11386,Miss Danielle Ward,thomas54@example.org,Abeokuta,Nigeria,Regular,2024-03-04
11387,Brittany Key,brian90@example.org,Abeokuta,Nigeria,Regular,2025-09-25
11388,Desiree West,krobertson@example.net,Onitsha,Nigeria,Regular,2023-08-17
11389,Dorothy Conner,camachoeric@example.com,Kano,Nigeria,Discount Sensitive,2022-11-30
11390,Nicole Dixon,austinbrewer@example.org,Calabar,Nigeria,New,2023-10-07
11391,James Salazar,edward59@example.org,Lagos,Nigeria,Occasional,2023-11-06
11392,Ashley Martinez,michael82@example.com,Benin City,Nigeria,Regular,2023-04-15
11393,Kimberly Cooper,jason22@example.net,Kano,Nigeria,Regular,2024-11-08
11394,Anthony George,harriscynthia@example.net,Ibadan,Nigeria,Occasional,2022-02-10
11395,Oscar Watson,ryan53@example.com,Akure,Nigeria,New,2023-03-25
11396,Julie Palmer,grogers@example.com,Ado-Ekiti,Nigeria,Regular,2022-10-21
11397,Michael Armstrong,andersonkatherine@example.org,Uyo,Nigeria,New,2022-04-14
11398,Miranda Miles,rachel96@example.com,Onitsha,Nigeria,New,2022-05-09
11399,Robert Brooks,shane39@example.org,Akure,Nigeria,Occasional,2025-06-07
11400,Nancy Leonard,aliciaclark@example.org,Abuja,Nigeria,New,2023-12-11
11401,Robert Wood,pamelagarrett@example.com,Enugu,Nigeria,Regular,2025-11-25
11402,Sandra Burke,christina77@example.org,Sokoto,Nigeria,High Value,2022-09-24
11403,Sheri Mitchell,fitzgeralderic@example.com,Lagos,Nigeria,New,2025-10-15
11404,April Lewis,claudia45@example.com,Abuja,Nigeria,Regular,2024-01-03
11405,Christopher Cook,lsmith@example.net,Sokoto,Nigeria,Regular,2022-06-08
11406,Alexander Kelly,robinsonjessica@example.org,Abuja,Nigeria,New,2022-10-20
11407,Sarah Rubio,jmoyer@example.org,Osogbo,Nigeria,High Value,2023-12-12
11408,Nicole Gutierrez,mgarcia@example.org,Warri,Nigeria,New,2024-09-22
11409,Adrian Castaneda,summer87@example.com,Uyo,Nigeria,Discount Sensitive,2025-04-17
11410,Erika Martinez,theresa98@example.com,Abeokuta,Nigeria,Regular,2025-09-04
11411,Stephanie Delacruz,briansanders@example.org,Abuja,Nigeria,Occasional,2025-07-24
11412,James Miller,elizabeth46@example.com,Jos,Nigeria,Discount Sensitive,2024-05-02
11413,Matthew Clarke,adrianjohnson@example.net,Sokoto,Nigeria,Occasional,2022-02-11
11414,David Joseph,butlerzachary@example.net,Ado-Ekiti,Nigeria,Occasional,2022-06-01
11415,Kristina Clark,julieespinoza@example.net,Jos,Nigeria,Occasional,2025-12-24
11416,Tiffany Simmons,harrisbeverly@example.com,Sokoto,Nigeria,Regular,2022-08-19
11417,Richard Mcintosh,michelle83@example.org,Warri,Nigeria,Regular,2022-05-17
11418,Tracey Sharp,beverlycox@example.org,Abuja,Nigeria,Regular,2025-04-10
11419,David Lindsey,ssmith@example.org,Owerri,Nigeria,Discount Sensitive,2024-03-15
11420,Cindy Gonzalez,vjohns@example.org,Owerri,Nigeria,Discount Sensitive,2023-08-31
11421,Philip Farley,brenda77@example.com,Abeokuta,Nigeria,Occasional,2023-10-15
11422,Jessica Elliott,denise57@example.net,Warri,Nigeria,Discount Sensitive,2024-09-22
11423,Jo Lopez,andrew36@example.org,Onitsha,Nigeria,New,2025-12-25
11424,James Brown,danahill@example.com,Akure,Nigeria,Discount Sensitive,2024-09-15
11425,Kristina Beard,ffernandez@example.net,Enugu,Nigeria,Occasional,2024-04-12
11426,Lawrence Davis,angelalozano@example.org,Osogbo,Nigeria,Occasional,2022-11-08
11427,Nicole Mooney,hknight@example.org,Osogbo,Nigeria,Occasional,2023-05-11
11428,Tracey Dennis,michaelgarcia@example.org,Uyo,Nigeria,Occasional,2023-03-04
11429,Victoria Johnson,amberwolfe@example.com,Owerri,Nigeria,High Value,2024-12-05
11430,Robert Woodard,nathan58@example.com,Ibadan,Nigeria,New,2024-11-17
11431,Sarah Grant,hopkinsjennifer@example.com,Jos,Nigeria,Regular,2022-02-25
11432,Kathleen Little,btran@example.net,Kano,Nigeria,Discount Sensitive,2022-01-18
11433,Andrea Franklin,sherriwong@example.net,Abeokuta,Nigeria,Regular,2025-10-18
11434,Louis Dominguez,illoyd@example.com,Sokoto,Nigeria,Regular,2023-12-17
11435,Mitchell Webster,brownfrank@example.net,Port Harcourt,Nigeria,Discount Sensitive,2025-09-11
11436,William Martin,mckinneymaria@example.net,Osogbo,Nigeria,New,2022-07-16
11437,Douglas Roberts,jacobsmith@example.com,Ibadan,Nigeria,Occasional,2023-06-26
11438,Eric Spencer,dickersonbrandon@example.com,Abuja,Nigeria,New,2024-01-17
11439,James Beltran,davidchen@example.org,Osogbo,Nigeria,Occasional,2022-10-13
11440,Andrew Friedman,charlottejones@example.org,Ibadan,Nigeria,Occasional,2023-12-15
11441,John Landry,omelendez@example.net,Calabar,Nigeria,Regular,2023-01-11
11442,Darren Porter,cyoung@example.net,Warri,Nigeria,Occasional,2024-03-19
11443,Natalie Rivera,crussell@example.com,Enugu,Nigeria,Regular,2023-09-14
11444,Paula Baird,nicholas49@example.net,Abuja,Nigeria,High Value,2023-05-31
11445,Scott Crosby,toddsimmons@example.com,Enugu,Nigeria,Occasional,2024-12-25
11446,Courtney Williams,thompsonpenny@example.org,Abuja,Nigeria,Regular,2022-12-01
11447,Robert Taylor,lewismelissa@example.net,Uyo,Nigeria,New,2023-02-22
11448,Krystal Walker,campbellsarah@example.net,Onitsha,Nigeria,High Value,2023-11-18
11449,Stephen Peterson,rachel10@example.com,Osogbo,Nigeria,Occasional,2023-02-16
11450,Jordan King,phylliswashington@example.com,Sokoto,Nigeria,High Value,2023-11-12
11451,William Frost,wadejennifer@example.net,Warri,Nigeria,Regular,2022-09-11
11452,Brett Kelly,susantaylor@example.net,Onitsha,Nigeria,Regular,2023-11-14
11453,Charles Hoover,changalexander@example.com,Warri,Nigeria,Occasional,2023-12-21
11454,Jason Rosario,sarah91@example.net,Uyo,Nigeria,Occasional,2024-02-19
11455,Kristen Martin,kmitchell@example.org,Osogbo,Nigeria,Regular,2024-02-09
11456,Robert Wilson,obrienphillip@example.net,Enugu,Nigeria,Regular,2023-12-08
11457,Mary Dixon,brownjames@example.net,Jos,Nigeria,Regular,2023-07-03
11458,Steven Smith,joycereynolds@example.com,Ado-Ekiti,Nigeria,High Value,2023-05-14
11459,Sandra Estrada,william88@example.com,Enugu,Nigeria,New,2024-02-12
11460,Lindsay Sanders,conniesavage@example.com,Benin City,Nigeria,Discount Sensitive,2023-02-23
11461,Caitlyn Franco,courtneyjordan@example.net,Kano,Nigeria,Discount Sensitive,2023-04-23
11462,Brian Carney,timothylawrence@example.com,Benin City,Nigeria,Occasional,2024-12-08
11463,Elizabeth Reid,cantrelltravis@example.com,Akure,Nigeria,New,2025-02-03
11464,Shannon Mosley,danielshea@example.org,Onitsha,Nigeria,Regular,2024-03-04
11465,Angela Weaver,sara36@example.org,Ibadan,Nigeria,New,2025-01-23
11466,Maria Martinez,christopher53@example.net,Uyo,Nigeria,Occasional,2022-06-10
11467,Jack Williams,matthew91@example.org,Warri,Nigeria,Regular,2025-06-19
11468,Tina Russo,patrick59@example.com,Onitsha,Nigeria,Regular,2022-10-30
11469,Sarah Arias,abigail12@example.com,Warri,Nigeria,Occasional,2023-09-08
11470,Tony Olson,bryan05@example.net,Kano,Nigeria,Discount Sensitive,2023-11-14
11471,Patricia Parker,barbara01@example.net,Ilorin,Nigeria,Occasional,2023-07-25
11472,Kaitlyn Murphy,brownmelanie@example.net,Osogbo,Nigeria,New,2022-02-16
11473,Ashley Chung,edwardskylie@example.net,Ado-Ekiti,Nigeria,New,2025-01-18
11474,Brenda Molina,scline@example.com,Owerri,Nigeria,Discount Sensitive,2022-07-03
11475,Kathryn Sampson,vmitchell@example.org,Osogbo,Nigeria,Discount Sensitive,2025-07-08
11476,Dan Gardner,scottcody@example.org,Uyo,Nigeria,New,2022-07-18
11477,Bruce Brooks,juliecasey@example.org,Abuja,Nigeria,Regular,2024-07-13
11478,Larry James,james36@example.net,Ado-Ekiti,Nigeria,New,2025-06-22
11479,Dr. Jacqueline Knapp,pruittchristina@example.org,Kano,Nigeria,New,2024-08-30
11480,Michael Delgado,carlos03@example.org,Kaduna,Nigeria,New,2023-07-12
11481,Corey Alexander,gravesjulie@example.org,Port Harcourt,Nigeria,High Value,2024-07-09
11482,Sheila Sanchez,jclark@example.com,Calabar,Nigeria,Occasional,2025-06-12
11483,Gregory Brown,kleinnicholas@example.net,Lagos,Nigeria,Regular,2024-06-25
11484,Brian Martin,zamorakirsten@example.org,Owerri,Nigeria,New,2023-06-19
11485,Lee Dunlap,douglas35@example.net,Onitsha,Nigeria,Discount Sensitive,2022-12-25
